transition,term,abs_a,abs_b,pmio_a,pmio_b,pmio_diff,g2,direction,rank_aufsteiger,rank_absteiger
1929→1930,nsdap,1,48,8.1,180.29,172.19,-29.1209,Aufsteiger,73,10512
1929→1930,überschriftwort,0,38,0.0,142.73,142.73,-28.9632,Aufsteiger,74,10511
1929→1930,schierbaum,251,787,2032.45,2955.99,923.54,-28.4507,Aufsteiger,75,10510
1929→1930,gildewart,1,47,8.1,176.53,168.43,-28.4003,Aufsteiger,76,10507
1929→1930,sodass,1,47,8.1,176.53,168.43,-28.4003,Aufsteiger,76,10507
1929→1930,wahrheitsbeweis,1,47,8.1,176.53,168.43,-28.4003,Aufsteiger,76,10507
1929→1930,senatorenwahl,0,37,0.0,138.97,138.97,-28.201,Aufsteiger,79,10505
1929→1930,antragsteller,0,37,0.0,138.97,138.97,-28.201,Aufsteiger,79,10505
1929→1930,thalheim,0,36,0.0,135.22,135.22,-27.4388,Aufsteiger,81,10504
1929→1930,verhandlung,32,172,259.12,646.04,386.92,-27.4064,Aufsteiger,82,10503
1929→1930,schaf,1,45,8.1,169.02,160.92,-26.9619,Aufsteiger,83,10502
1929→1930,redaktion,47,219,380.58,822.57,441.99,-26.8638,Aufsteiger,84,10501
1929→1930,rendant,0,34,0.0,127.7,127.7,-25.9143,Aufsteiger,85,10500
1929→1930,bulle,1,43,8.1,161.51,153.41,-25.5273,Aufsteiger,86,10499
1929→1930,kartoffel,3,55,24.29,206.58,182.29,-25.2033,Aufsteiger,87,10498
1929→1930,großvieh,0,33,0.0,123.95,123.95,-25.1521,Aufsteiger,88,10496
1929→1930,angeb,0,33,0.0,123.95,123.95,-25.1521,Aufsteiger,88,10496
1929→1930,gefängnis,12,95,97.17,356.82,259.65,-24.8807,Aufsteiger,90,10495
1929→1930,page,6,69,48.58,259.17,210.59,-24.5675,Aufsteiger,91,10494
1929→1930,revision,3,54,24.29,202.83,178.54,-24.5482,Aufsteiger,92,10493
1929→1930,beleidigung,28,151,226.73,567.16,340.43,-24.19,Aufsteiger,93,10492
1929→1930,schlagvorderstr,1,41,8.1,154.0,145.9,-24.0969,Aufsteiger,94,10491
1929→1930,verdacht,0,31,0.0,116.44,116.44,-23.6276,Aufsteiger,95,10490
1929→1930,schuh,8,76,64.78,285.46,220.68,-23.4806,Aufsteiger,96,10489
1929→1930,haas,1,40,8.1,150.24,142.14,-23.3835,Aufsteiger,97,10488
1929→1930,judentum,23,132,186.24,495.8,309.56,-23.3078,Aufsteiger,98,10487
1929→1930,irgendein,8,75,64.78,281.7,216.92,-22.9197,Aufsteiger,99,10486
1929→1930,wittekindstr,0,30,0.0,112.68,112.68,-22.8654,Aufsteiger,100,10485
1929→1930,david,4,56,32.39,210.34,177.95,-22.4853,Aufsteiger,101,10484
1929→1930,verteidigung,6,65,48.58,244.14,195.56,-22.2047,Aufsteiger,102,10482
1929→1930,dienstag,6,65,48.58,244.14,195.56,-22.2047,Aufsteiger,102,10482
1929→1930,staatspartei,0,29,0.0,108.92,108.92,-22.1032,Aufsteiger,104,10479
1929→1930,sopp,0,29,0.0,108.92,108.92,-22.1032,Aufsteiger,104,10479
1929→1930,bauverein,0,29,0.0,108.92,108.92,-22.1032,Aufsteiger,104,10479
1929→1930,landgericht,5,60,40.49,225.36,184.87,-21.9696,Aufsteiger,107,10478
1929→1930,orchester,1,38,8.1,142.73,134.63,-21.9603,Aufsteiger,108,10477
1929→1930,mittwoch,7,69,56.68,259.17,202.49,-21.9591,Aufsteiger,109,10476
1929→1930,geschäft,103,366,834.04,1374.7,540.66,-21.9334,Aufsteiger,110,10475
1929→1930,januar,9,77,72.88,289.21,216.33,-21.7241,Aufsteiger,111,10474
1929→1930,rezept,7,68,56.68,255.41,198.73,-21.3914,Aufsteiger,112,10472
1929→1930,bürgermeister,7,68,56.68,255.41,198.73,-21.3914,Aufsteiger,112,10472
1929→1930,gewerkschaftssekretär,0,28,0.0,105.17,105.17,-21.341,Aufsteiger,114,10471
1929→1930,katholisch,12,88,97.17,330.53,233.36,-21.2706,Aufsteiger,115,10470
1929→1930,bewusst,1,37,8.1,138.97,130.87,-21.2507,Aufsteiger,116,10469
1929→1930,angebot,14,95,113.36,356.82,243.46,-21.0044,Aufsteiger,117,10468
1929→1930,zuschrift,5,58,40.49,217.85,177.36,-20.7705,Aufsteiger,118,10467
1929→1930,geldstrafe,11,83,89.07,311.75,222.68,-20.6877,Aufsteiger,119,10466
1929→1930,sonnabend,15,98,121.46,368.09,246.63,-20.6786,Aufsteiger,120,10465
1929→1930,auskunft,9,75,72.88,281.7,208.82,-20.6473,Aufsteiger,121,10464
1929→1930,einsichtnahme,0,27,0.0,101.41,101.41,-20.5788,Aufsteiger,122,10458
1929→1930,butenburg,0,27,0.0,101.41,101.41,-20.5788,Aufsteiger,122,10458
1929→1930,bodden,0,27,0.0,101.41,101.41,-20.5788,Aufsteiger,122,10458
1929→1930,einschlägig,0,27,0.0,101.41,101.41,-20.5788,Aufsteiger,122,10458
1929→1930,tack,0,27,0.0,101.41,101.41,-20.5788,Aufsteiger,122,10458
1929→1930,eingerichtet,0,27,0.0,101.41,101.41,-20.5788,Aufsteiger,122,10458
1929→1930,loeb,1,36,8.1,135.22,127.12,-20.5425,Aufsteiger,128,10457
1929→1930,sitzung,36,167,291.51,627.26,335.75,-20.296,Aufsteiger,129,10456
1929→1930,handlung,5,57,40.49,214.09,173.6,-20.175,Aufsteiger,130,10455
1929→1930,handwerk,17,104,137.66,390.63,252.97,-20.1245,Aufsteiger,131,10454
1929→1930,verweigern,4,52,32.39,195.31,162.92,-20.0082,Aufsteiger,132,10452
1929→1930,berufung,4,52,32.39,195.31,162.92,-20.0082,Aufsteiger,132,10452
1929→1930,rathausverein,0,26,0.0,97.66,97.66,-19.8166,Aufsteiger,134,10447
1929→1930,rahardt,0,26,0.0,97.66,97.66,-19.8166,Aufsteiger,134,10447
1929→1930,färse,0,26,0.0,97.66,97.66,-19.8166,Aufsteiger,134,10447
1929→1930,gasthaus,0,26,0.0,97.66,97.66,-19.8166,Aufsteiger,134,10447
1929→1930,verantwortl,0,26,0.0,97.66,97.66,-19.8166,Aufsteiger,134,10447
1929→1930,heymann,2,41,16.19,154.0,137.81,-19.6689,Aufsteiger,139,10446
1929→1930,staatsanwaltschaft,8,69,64.78,259.17,194.39,-19.6111,Aufsteiger,140,10445
1929→1930,verteidiger,3,46,24.29,172.78,148.49,-19.3844,Aufsteiger,141,10444
1929→1930,bubi,1,34,8.1,127.7,119.6,-19.1308,Aufsteiger,142,10442
1929→1930,königsberg,1,34,8.1,127.7,119.6,-19.1308,Aufsteiger,142,10442
1929→1930,remnitz,0,25,0.0,93.9,93.9,-19.0544,Aufsteiger,144,10438
1929→1930,formell,0,25,0.0,93.9,93.9,-19.0544,Aufsteiger,144,10438
1929→1930,marktbericht,0,25,0.0,93.9,93.9,-19.0544,Aufsteiger,144,10438
1929→1930,wanderartikel,0,25,0.0,93.9,93.9,-19.0544,Aufsteiger,144,10438
1929→1930,verantwortlich,35,159,283.41,597.21,313.8,-18.4944,Aufsteiger,148,10437
1929→1930,prozeß,24,124,194.34,465.75,271.41,-18.4782,Aufsteiger,149,10436
1929→1930,ermäßigen,1,33,8.1,123.95,115.85,-18.4274,Aufsteiger,150,10434
1929→1930,notzeit,1,33,8.1,123.95,115.85,-18.4274,Aufsteiger,150,10434
1929→1930,lustig,2,39,16.19,146.48,130.29,-18.3396,Aufsteiger,152,10432
1929→1930,samson,2,39,16.19,146.48,130.29,-18.3396,Aufsteiger,152,10432
1929→1930,elsa,0,24,0.0,90.14,90.14,-18.2922,Aufsteiger,154,10424
1929→1930,marktverlauf,0,24,0.0,90.14,90.14,-18.2922,Aufsteiger,154,10424
1929→1930,magistratsdirigent,0,24,0.0,90.14,90.14,-18.2922,Aufsteiger,154,10424
1929→1930,goerke,0,24,0.0,90.14,90.14,-18.2922,Aufsteiger,154,10424
1929→1930,moldenhauer,0,24,0.0,90.14,90.14,-18.2922,Aufsteiger,154,10424
1929→1930,troll,0,24,0.0,90.14,90.14,-18.2922,Aufsteiger,154,10424
1929→1930,antragsgegner,0,24,0.0,90.14,90.14,-18.2922,Aufsteiger,154,10424
1929→1930,karrenbrock,0,24,0.0,90.14,90.14,-18.2922,Aufsteiger,154,10424
1929→1930,aussage,6,58,48.58,217.85,169.27,-18.1734,Aufsteiger,162,10423
1929→1930,änderung,3,44,24.29,165.27,140.98,-18.1181,Aufsteiger,163,10422
1929→1930,namensnennung,1,32,8.1,120.19,112.09,-17.7258,Aufsteiger,164,10418
1929→1930,löbe,1,32,8.1,120.19,112.09,-17.7258,Aufsteiger,164,10418
1929→1930,cantor,1,32,8.1,120.19,112.09,-17.7258,Aufsteiger,164,10418
1929→1930,wussen,1,32,8.1,120.19,112.09,-17.7258,Aufsteiger,164,10418
1929→1930,zusatz,0,23,0.0,86.39,86.39,-17.53,Aufsteiger,168,10412
1929→1930,wintergerst,0,23,0.0,86.39,86.39,-17.53,Aufsteiger,168,10412
1929→1930,schlömann,0,23,0.0,86.39,86.39,-17.53,Aufsteiger,168,10412
1929→1930,klingensberg,0,23,0.0,86.39,86.39,-17.53,Aufsteiger,168,10412
1929→1930,besoldungsgruppe,0,23,0.0,86.39,86.39,-17.53,Aufsteiger,168,10412
1929→1930,verwerfen,0,23,0.0,86.39,86.39,-17.53,Aufsteiger,168,10412
1929→1930,husten,3,43,24.29,161.51,137.22,-17.4893,Aufsteiger,174,10410
1929→1930,bredow,3,43,24.29,161.51,137.22,-17.4893,Aufsteiger,174,10410
1929→1930,dehne,1,31,8.1,116.44,108.34,-17.0261,Aufsteiger,176,10409
1929→1930,mäntel,2,37,16.19,138.97,122.78,-17.0204,Aufsteiger,177,10408
1929→1930,instanz,4,47,32.39,176.53,144.14,-16.9747,Aufsteiger,178,10407
1929→1930,richter,31,142,251.02,533.36,282.34,-16.8086,Aufsteiger,179,10406
1929→1930,amelingmeyer,0,22,0.0,82.63,82.63,-16.7678,Aufsteiger,180,10404
1929→1930,sprechstunden,0,22,0.0,82.63,82.63,-16.7678,Aufsteiger,180,10404
1929→1930,äußerung,5,51,40.49,191.56,151.07,-16.6651,Aufsteiger,182,10403
1929→1930,blank,8,63,64.78,236.63,171.85,-16.4113,Aufsteiger,183,10402
1929→1930,glatt,12,78,97.17,292.97,195.8,-16.3514,Aufsteiger,184,10400
1929→1930,erteilen,12,78,97.17,292.97,195.8,-16.3514,Aufsteiger,184,10400
1929→1930,anzeigenschluss,1,30,8.1,112.68,104.58,-16.3284,Aufsteiger,186,10399
1929→1930,arbeitsgemeinschaft,3,41,24.29,154.0,129.71,-16.2408,Aufsteiger,187,10398
1929→1930,presse,167,510,1352.27,1915.57,563.3,-16.1551,Aufsteiger,188,10397
1929→1930,vorstand,5,50,40.49,187.8,147.31,-16.0917,Aufsteiger,189,10396
1929→1930,preisabbau,0,21,0.0,78.88,78.88,-16.0056,Aufsteiger,190,10387
1929→1930,donnerstags,0,21,0.0,78.88,78.88,-16.0056,Aufsteiger,190,10387
1929→1930,emsbüren,0,21,0.0,78.88,78.88,-16.0056,Aufsteiger,190,10387
1929→1930,buller,0,21,0.0,78.88,78.88,-16.0056,Aufsteiger,190,10387
1929→1930,buchdahl,0,21,0.0,78.88,78.88,-16.0056,Aufsteiger,190,10387
1929→1930,erhältlich,0,21,0.0,78.88,78.88,-16.0056,Aufsteiger,190,10387
1929→1930,berufungsverhandlung,0,21,0.0,78.88,78.88,-16.0056,Aufsteiger,190,10387
1929→1930,amtl,0,21,0.0,78.88,78.88,-16.0056,Aufsteiger,190,10387
1929→1930,sommergerste,0,21,0.0,78.88,78.88,-16.0056,Aufsteiger,190,10387
1929→1930,gehalt,37,157,299.6,589.7,290.1,-15.6492,Aufsteiger,199,10386
1929→1930,notverordnung,0,20,0.0,75.12,75.12,-15.2434,Aufsteiger,200,10377
1929→1930,zentner,0,20,0.0,75.12,75.12,-15.2434,Aufsteiger,200,10377
1929→1930,eigenheim,0,20,0.0,75.12,75.12,-15.2434,Aufsteiger,200,10377
1929→1930,schöffe,0,20,0.0,75.12,75.12,-15.2434,Aufsteiger,200,10377
1929→1930,leimbach,0,20,0.0,75.12,75.12,-15.2434,Aufsteiger,200,10377
1929→1930,hackmann,0,20,0.0,75.12,75.12,-15.2434,Aufsteiger,200,10377
1929→1930,brande,0,20,0.0,75.12,75.12,-15.2434,Aufsteiger,200,10377
1929→1930,ärmsten,0,20,0.0,75.12,75.12,-15.2434,Aufsteiger,200,10377
1929→1930,hanseat,0,20,0.0,75.12,75.12,-15.2434,Aufsteiger,200,10377
1929→1930,märz,18,96,145.75,360.58,214.83,-15.0981,Aufsteiger,209,10376
1929→1930,objektiv,3,39,24.29,146.48,122.19,-15.0057,Aufsteiger,210,10374
1929→1930,braunschweig,3,39,24.29,146.48,122.19,-15.0057,Aufsteiger,210,10374
1929→1930,bürgerlich,16,89,129.56,334.29,204.73,-14.9792,Aufsteiger,212,10373
1929→1930,mädchenhandel,0,19,0.0,71.36,71.36,-14.4812,Aufsteiger,213,10365
1929→1930,tweer,0,19,0.0,71.36,71.36,-14.4812,Aufsteiger,213,10365
1929→1930,gemeinschaftlich,0,19,0.0,71.36,71.36,-14.4812,Aufsteiger,213,10365
1929→1930,neuergrabe,0,19,0.0,71.36,71.36,-14.4812,Aufsteiger,213,10365
1929→1930,herbert,0,19,0.0,71.36,71.36,-14.4812,Aufsteiger,213,10365
1929→1930,nichtamtl,0,19,0.0,71.36,71.36,-14.4812,Aufsteiger,213,10365
1929→1930,handwerkerbund,0,19,0.0,71.36,71.36,-14.4812,Aufsteiger,213,10365
1929→1930,auftrieb,0,19,0.0,71.36,71.36,-14.4812,Aufsteiger,213,10365
1929→1930,gemäß,2,33,16.19,123.95,107.76,-14.4165,Aufsteiger,221,10364
1929→1930,dennoch,5,47,40.49,176.53,136.04,-14.3939,Aufsteiger,222,10363
1929→1930,kollegie,3,38,24.29,142.73,118.44,-14.3936,Aufsteiger,223,10362
1929→1930,abstimmung,7,55,56.68,206.58,149.9,-14.2942,Aufsteiger,224,10361
1929→1930,preußisch,47,182,380.58,683.6,303.02,-14.2761,Aufsteiger,225,10360
1929→1930,salzbergen,1,27,8.1,101.41,93.31,-14.2489,Aufsteiger,226,10357
1929→1930,beleidigt,1,27,8.1,101.41,93.31,-14.2489,Aufsteiger,226,10357
1929→1930,verunglimpfung,1,27,8.1,101.41,93.31,-14.2489,Aufsteiger,226,10357
1929→1930,ausdruck,32,137,259.12,514.58,255.46,-13.948,Aufsteiger,229,10356
1929→1930,ochse,2,32,16.19,120.19,104.0,-13.7738,Aufsteiger,230,10355
1929→1930,käufer,7,54,56.68,202.83,146.15,-13.7737,Aufsteiger,231,10354
1929→1930,vorst,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,zulage,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,unverschämtheit,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,fraglich,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,jugendamt,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,saldo,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,kolonial,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,maskenkostüme,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,mittl,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,sommergerst,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,unkündbar,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,binnen,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,gesundheitspflege,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,brink,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,bürgersteuer,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,darlehnskasse,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,anwesenheit,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,andere,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,simonett,0,18,0.0,67.61,67.61,-13.719,Aufsteiger,232,10335
1929→1930,seinerzeit,10,65,80.97,244.14,163.17,-13.6257,Aufsteiger,251,10333
1929→1930,aufsatz,10,65,80.97,244.14,163.17,-13.6257,Aufsteiger,251,10333
1929→1930,stadttheater,4,41,32.39,154.0,121.61,-13.4469,Aufsteiger,253,10332
1929→1930,otto,8,57,64.78,214.09,149.31,-13.3409,Aufsteiger,254,10331
1929→1930,beleidigen,6,49,48.58,184.05,135.47,-13.2306,Aufsteiger,255,10330
1929→1930,opfern,2,31,16.19,116.44,100.25,-13.1347,Aufsteiger,256,10329
1929→1930,anklage,9,60,72.88,225.36,152.48,-12.982,Aufsteiger,257,10327
1929→1930,vorschlag,9,60,72.88,225.36,152.48,-12.982,Aufsteiger,257,10327
1929→1930,mussolini,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,wahlakt,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,denker,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,boykott,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,anstrengung,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,lasst,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,dora,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,ostern,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,autoruf,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,kälber,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,schwetje,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,notopfer,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,volkswacht,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,magenbitter,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,anwalt,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,arisch,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,gude,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,selbstverwaltung,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,sögel,0,17,0.0,63.85,63.85,-12.9568,Aufsteiger,259,10308
1929→1930,erklärung,43,166,348.19,623.5,275.31,-12.9062,Aufsteiger,278,10307
1929→1930,einstimmig,1,25,8.1,93.9,85.8,-12.8755,Aufsteiger,279,10303
1929→1930,wiederverkäufer,1,25,8.1,93.9,85.8,-12.8755,Aufsteiger,279,10303
1929→1930,neuzeitlich,1,25,8.1,93.9,85.8,-12.8755,Aufsteiger,279,10303
1929→1930,einfluss,1,25,8.1,93.9,85.8,-12.8755,Aufsteiger,279,10303
1929→1930,mantelhaus,4,40,32.39,150.24,117.85,-12.8731,Aufsteiger,283,10302
1929→1930,entscheidung,7,52,56.68,195.31,138.63,-12.7455,Aufsteiger,284,10301
1929→1930,bezug,14,77,113.36,289.21,175.85,-12.7302,Aufsteiger,285,10300
1929→1930,nebenkläger,6,48,48.58,180.29,131.71,-12.7017,Aufsteiger,286,10299
1929→1930,regieren,10,63,80.97,236.63,155.66,-12.682,Aufsteiger,287,10298
1929→1930,oktober,36,145,291.51,544.62,253.11,-12.6733,Aufsteiger,288,10297
1929→1930,wählerschaft,3,35,24.29,131.46,107.17,-12.5811,Aufsteiger,289,10296
1929→1930,fritz,19,93,153.85,349.31,195.46,-12.563,Aufsteiger,290,10295
1929→1930,sozialdemokrat,41,159,331.99,597.21,265.22,-12.5237,Aufsteiger,291,10294
1929→1930,polizeibeamter,2,30,16.19,112.68,96.49,-12.4995,Aufsteiger,292,10293
1929→1930,montag,13,73,105.27,274.19,168.92,-12.4678,Aufsteiger,293,10292
1929→1930,tatsache,83,274,672.09,1029.15,357.06,-12.4338,Aufsteiger,294,10291
1929→1930,anzeigenteil,8,55,64.78,206.58,141.8,-12.3506,Aufsteiger,295,10290
1929→1930,freund,54,195,437.26,732.42,295.16,-12.3341,Aufsteiger,296,10289
1929→1930,redaktionell,4,39,32.39,146.48,114.09,-12.3038,Aufsteiger,297,10287
1929→1930,nahrung,4,39,32.39,146.48,114.09,-12.3038,Aufsteiger,297,10287
1929→1930,gruppe,10,62,80.97,232.87,151.9,-12.2166,Aufsteiger,299,10286
1929→1930,insbesondere,12,69,97.17,259.17,162.0,-12.2161,Aufsteiger,300,10285
1929→1930,inlandsgetreid,0,16,0.0,60.1,60.1,-12.1946,Aufsteiger,301,10269
1929→1930,lohengrin,0,16,0.0,60.1,60.1,-12.1946,Aufsteiger,301,10269
1929→1930,magenverstimmung,0,16,0.0,60.1,60.1,-12.1946,Aufsteiger,301,10269
1929→1930,conr,0,16,0.0,60.1,60.1,-12.1946,Aufsteiger,301,10269
1929→1930,oper,0,16,0.0,60.1,60.1,-12.1946,Aufsteiger,301,10269
1929→1930,pollertshof,0,16,0.0,60.1,60.1,-12.1946,Aufsteiger,301,10269
1929→1930,wassermotor,0,16,0.0,60.1,60.1,-12.1946,Aufsteiger,301,10269
1929→1930,viehmarkt,0,16,0.0,60.1,60.1,-12.1946,Aufsteiger,301,10269
1929→1930,vorgesetzter,0,16,0.0,60.1,60.1,-12.1946,Aufsteiger,301,10269
1929→1930,sauen,0,16,0.0,60.1,60.1,-12.1946,Aufsteiger,301,10269
1929→1930,brandt,0,16,0.0,60.1,60.1,-12.1946,Aufsteiger,301,10269
1929→1930,buchwald,0,16,0.0,60.1,60.1,-12.1946,Aufsteiger,301,10269
1929→1930,läer,0,16,0.0,60.1,60.1,-12.1946,Aufsteiger,301,10269
1929→1930,wunderdoktor,0,16,0.0,60.1,60.1,-12.1946,Aufsteiger,301,10269
1929→1930,reformschuh,0,16,0.0,60.1,60.1,-12.1946,Aufsteiger,301,10269
1929→1930,klosterkasernenplatz,0,16,0.0,60.1,60.1,-12.1946,Aufsteiger,301,10269
1929→1930,waschmaschine,1,24,8.1,90.14,82.04,-12.1934,Aufsteiger,317,10267
1929→1930,bachmann,1,24,8.1,90.14,82.04,-12.1934,Aufsteiger,317,10267
1929→1930,unterstützt,5,43,40.49,161.51,121.02,-12.1884,Aufsteiger,319,10266
1929→1930,gesetzlich,16,82,129.56,307.99,178.43,-12.046,Aufsteiger,320,10265
1929→1930,gemeinde,36,143,291.51,537.11,245.6,-12.0413,Aufsteiger,321,10263
1929→1930,september,36,143,291.51,537.11,245.6,-12.0413,Aufsteiger,321,10263
1929→1930,rettung,3,34,24.29,127.7,103.41,-11.9857,Aufsteiger,323,10261
1929→1930,anzeigenschluß,3,34,24.29,127.7,103.41,-11.9857,Aufsteiger,323,10261
1929→1930,richten,48,177,388.68,664.82,276.14,-11.9821,Aufsteiger,325,10260
1929→1930,bitte,42,160,340.09,600.96,260.87,-11.9664,Aufsteiger,326,10259
1929→1930,wirtschaftspartei,2,29,16.19,108.92,92.73,-11.8685,Aufsteiger,327,10257
1929→1930,beleidigend,2,29,16.19,108.92,92.73,-11.8685,Aufsteiger,327,10257
1929→1930,trotz,50,182,404.87,683.6,278.73,-11.8174,Aufsteiger,329,10256
1929→1930,neumarkt,22,100,178.14,375.6,197.46,-11.6439,Aufsteiger,330,10255
1929→1930,gardin,1,23,8.1,86.39,78.29,-11.5145,Aufsteiger,331,10248
1929→1930,fiat,1,23,8.1,86.39,78.29,-11.5145,Aufsteiger,331,10248
1929→1930,hülsmann,1,23,8.1,86.39,78.29,-11.5145,Aufsteiger,331,10248
1929→1930,zuschlag,1,23,8.1,86.39,78.29,-11.5145,Aufsteiger,331,10248
1929→1930,architekt,1,23,8.1,86.39,78.29,-11.5145,Aufsteiger,331,10248
1929→1930,freiherr,1,23,8.1,86.39,78.29,-11.5145,Aufsteiger,331,10248
1929→1930,strafkammer,1,23,8.1,86.39,78.29,-11.5145,Aufsteiger,331,10248
1929→1930,schlagvorderstraße,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,hermannstr,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,rechtsbeistand,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,besitzrecht,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,musiker,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,allerorts,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,hanauer,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,gaststätten,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,gesundheitspudding,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,ausnahmslos,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,nötigen,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,hermannstraße,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,goldstraße,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,neudeutschland,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,bernat,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,oberlandesgericht,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,konfirmation,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,stgb,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,bürgerblock,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,vorposten,0,15,0.0,56.34,56.34,-11.4324,Aufsteiger,338,10228
1929→1930,antisemitismus,3,33,24.29,123.95,99.66,-11.395,Aufsteiger,358,10225
1929→1930,großzügig,3,33,24.29,123.95,99.66,-11.395,Aufsteiger,358,10225
1929→1930,schmidt,3,33,24.29,123.95,99.66,-11.395,Aufsteiger,358,10225
1929→1930,irgendwie,12,67,97.17,251.65,154.48,-11.3418,Aufsteiger,361,10224
1929→1930,strafe,16,80,129.56,300.48,170.92,-11.2426,Aufsteiger,362,10223
1929→1930,reichsgericht,2,28,16.19,105.17,88.98,-11.242,Aufsteiger,363,10218
1929→1930,celle,2,28,16.19,105.17,88.98,-11.242,Aufsteiger,363,10218
1929→1930,herold,2,28,16.19,105.17,88.98,-11.242,Aufsteiger,363,10218
1929→1930,osten,2,28,16.19,105.17,88.98,-11.242,Aufsteiger,363,10218
1929→1930,malerarbeit,2,28,16.19,105.17,88.98,-11.242,Aufsteiger,363,10218
1929→1930,hinweis,7,49,56.68,184.05,127.37,-11.2378,Aufsteiger,368,10217
1929→1930,dienst,26,111,210.53,416.92,206.39,-11.2251,Aufsteiger,369,10216
1929→1930,katastrophe,5,41,40.49,154.0,113.51,-11.1139,Aufsteiger,370,10215
1929→1930,veröffentlichung,11,63,89.07,236.63,147.56,-11.0877,Aufsteiger,371,10214
1929→1930,bildung,9,56,72.88,210.34,137.46,-11.0875,Aufsteiger,372,10213
