jahr,dateiname,anker,begriffe,zitat
1930,08. Ausgabe 1930.txt,Juden,kaufen,"Loden-Mäntel, Loden-Joppen in großer Auswahl und jeder Preislage Schulenberg das bevorzugte Herren- und Knaben-Bekleidungshaus, Johannisstr. 127 4. Gebot: Nie bei Juden kaufen! Stadthalle. Schmidt’s Kölner lustige Bühne Sonnabend u. Sonntag abds. 8.10 Uhr. Tränen werden gelacht. Neu! Novität! Neu! Tünnes am"
1930,08. Ausgabe 1930.txt,Juden,kaufen,"werden gelacht. Neu! Novität! Neu! Tünnes am Lido Posse in 3 Akten. Vorverkauf Zigarrenhaus Hiemeyer, Neumarkt. 6. Gebot: Nie bei Juden kaufen! Wo kaufe ich gute und billige Backwaren? In der Bäckerei und Konditorei von Ernst Jacoblinnert, Katharinenstraße 98. Alle Stadt-Wächter"
1930,08. Ausgabe 1930.txt,Juden,"kaufen, laden","billige Backwaren? In der Bäckerei und Konditorei von Ernst Jacoblinnert, Katharinenstraße 98. Alle Stadt-Wächter und ihre Freunde kaufen nie bei Juden! Stets große Auswahl Mäntel Pelz Kragen Besätze Durch Ersparung hoher Unkosten ständig billig! Franz Lippmann, Kürschner, Buerschestraße 103 (Kein Laden)"
1930,08. Ausgabe 1930.txt,Juden,"kaufen, laden","Besätze Durch Ersparung hoher Unkosten ständig billig! Franz Lippmann, Kürschner, Buerschestraße 103 (Kein Laden) Telefon 3385. 7. Gebot: Nie bei Juden kaufen! Garantiert gute Betten u. Aussteuerartikel kaufen Brautleute günstig und vorteilhaft bei Justus Grewe, am Tor, Johannisstraße 137. Kräuterbonbons nach"
1930,08. Ausgabe 1930.txt,Juden,kaufen,"für Husten und Heiserkeit vielfach empfohlen erhalten Sie Joh. Wollbrink, Bierstraße 40. Für Wiederverkäufer: Lohstr. 45. 8. Gebot: Nie bei Juden kaufen! 5. Gebot: Nie bei Juden kaufen! Homöopathie. Wir haben uns Ziegelstr. Nr. 3 als Heilkundige niedergelassen. W. Strubbe -"
1930,08. Ausgabe 1930.txt,Juden,kaufen,"erhalten Sie Joh. Wollbrink, Bierstraße 40. Für Wiederverkäufer: Lohstr. 45. 8. Gebot: Nie bei Juden kaufen! 5. Gebot: Nie bei Juden kaufen! Homöopathie. Wir haben uns Ziegelstr. Nr. 3 als Heilkundige niedergelassen. W. Strubbe - A. Vodeges Sprechst. 9-12 u. 3-6"
1930,08. Ausgabe 1930.txt,Juden,kaufen,"Vodeges Sprechst. 9-12 u. 3-6 Uhr. Decken Sie Ihren Bedarf nur bei unsern Inserenten um sicher zu sein nicht bei Juden zu kaufen! Maskenkostüme zu verleihen. Spez. Cowboy. Kommenderiestraße 26. 17000 Bezieher, aber mindestens 70000 Leser beachten Ihre „Stadt-Wächter“ Anzeige im"
1930,08. Ausgabe 1930.txt,Jüdische,warenhaus,"wenn die Gerechtigkeit siegt. Und wenn sie nicht siegt, fährt er erst recht mit ihm. „Fiat justitia et pereat mundus!“ Jüdische und christliche Warenhäuser Arm in Arm Der „Detaillisten-Verein“ fordert am Schluß einer Erklärung, die er in den hiesigen Zeitungen bekanntmacht,"
1931,08. Ausgabe 1931-1.txt,Juden,warenhaus,"Städte, ob sie nun in Deutschland oder anderen Ländern der Erde sind, sind nichts denn Ballungen um das Warenhaus von Juden, die der Waren des Juden bedürfen. Sie entstehen und ins Endlose wachsen. Nach dem Warenhaus, meinen sie, müsse sich alles"
1931,08. Ausgabe 1931-1.txt,Juden,warenhaus,"Deutschland oder anderen Ländern der Erde sind, sind nichts denn Ballungen um das Warenhaus von Juden, die der Waren des Juden bedürfen. Sie entstehen und ins Endlose wachsen. Nach dem Warenhaus, meinen sie, müsse sich alles richten, wenn auch sonst der"
1930,09. Ausgabe 1930-1.txt,Juden,kaufen,"Pumpernickel in sauberem Pergamenteinschlag. Alt-Osnabrücker Graubrot mit 100%igem Vollkornmehl. Mein Weißbrot, schneeweiß, ist Qualitätsware. Wilh. Jürgensmann. 10. Gebot: Nie bei Juden kaufen! Die echten Kräuterbonbons nach Rezept Dr. Schierbaum’s für Husten und Heiserkeit vielfach empfohlen erhalten Sie Bierstraße 40. Joh. Wollbrink."
1930,09. Ausgabe 1930-1.txt,Juden,"geschäft, kaufen","Reformhaus, Krahnstraße und in der Geschäftsstelle des Stadt-Wächters Osnabrück. ● Parolen / Propaganda (zwischen den Anzeigen): 10. Gebot: Nie bei Juden kaufen! 11. Gebot: Nie bei Juden kaufen! 12. Gebot: Nie bei Juden kaufen! 13. Gebot: Nie bei Juden kaufen! 14."
1930,09. Ausgabe 1930-1.txt,Juden,kaufen,des Stadt-Wächters Osnabrück. ● Parolen / Propaganda (zwischen den Anzeigen): 10. Gebot: Nie bei Juden kaufen! 11. Gebot: Nie bei Juden kaufen! 12. Gebot: Nie bei Juden kaufen! 13. Gebot: Nie bei Juden kaufen! 14. Gebot: Nie bei Juden kaufen! 15.
1930,09. Ausgabe 1930-1.txt,Juden,kaufen,Propaganda (zwischen den Anzeigen): 10. Gebot: Nie bei Juden kaufen! 11. Gebot: Nie bei Juden kaufen! 12. Gebot: Nie bei Juden kaufen! 13. Gebot: Nie bei Juden kaufen! 14. Gebot: Nie bei Juden kaufen! 15. Gebot: Nie bei Juden kaufen! 16.
1930,09. Ausgabe 1930-1.txt,Juden,kaufen,Nie bei Juden kaufen! 11. Gebot: Nie bei Juden kaufen! 12. Gebot: Nie bei Juden kaufen! 13. Gebot: Nie bei Juden kaufen! 14. Gebot: Nie bei Juden kaufen! 15. Gebot: Nie bei Juden kaufen! 16. Gebot: Nie bei Juden kaufen! 17.
1930,09. Ausgabe 1930-1.txt,Juden,kaufen,Nie bei Juden kaufen! 12. Gebot: Nie bei Juden kaufen! 13. Gebot: Nie bei Juden kaufen! 14. Gebot: Nie bei Juden kaufen! 15. Gebot: Nie bei Juden kaufen! 16. Gebot: Nie bei Juden kaufen! 17. Gebot: Nie bei Juden kaufen! 18.
1930,09. Ausgabe 1930-1.txt,Juden,kaufen,Nie bei Juden kaufen! 13. Gebot: Nie bei Juden kaufen! 14. Gebot: Nie bei Juden kaufen! 15. Gebot: Nie bei Juden kaufen! 16. Gebot: Nie bei Juden kaufen! 17. Gebot: Nie bei Juden kaufen! 18. Gebot: Nie bei Juden kaufen! 19.
1930,09. Ausgabe 1930-1.txt,Juden,kaufen,Nie bei Juden kaufen! 14. Gebot: Nie bei Juden kaufen! 15. Gebot: Nie bei Juden kaufen! 16. Gebot: Nie bei Juden kaufen! 17. Gebot: Nie bei Juden kaufen! 18. Gebot: Nie bei Juden kaufen! 19. Gebot: Nie bei Juden kaufen! ○
1930,09. Ausgabe 1930-1.txt,Juden,kaufen,Nie bei Juden kaufen! 15. Gebot: Nie bei Juden kaufen! 16. Gebot: Nie bei Juden kaufen! 17. Gebot: Nie bei Juden kaufen! 18. Gebot: Nie bei Juden kaufen! 19. Gebot: Nie bei Juden kaufen! ○ Augen auf! ○ Kauft nie bei
1930,09. Ausgabe 1930-1.txt,Juden,kaufen,Nie bei Juden kaufen! 16. Gebot: Nie bei Juden kaufen! 17. Gebot: Nie bei Juden kaufen! 18. Gebot: Nie bei Juden kaufen! 19. Gebot: Nie bei Juden kaufen! ○ Augen auf! ○ Kauft nie bei Juden! ● Eigenwerbung Zeitung: ○ Immer
1930,09. Ausgabe 1930-1.txt,Juden,kaufen,"Nie bei Juden kaufen! 17. Gebot: Nie bei Juden kaufen! 18. Gebot: Nie bei Juden kaufen! 19. Gebot: Nie bei Juden kaufen! ○ Augen auf! ○ Kauft nie bei Juden! ● Eigenwerbung Zeitung: ○ Immer und immer wieder: Stadtwächterleser und Freunde,"
1930,09. Ausgabe 1930-1.txt,Juden,kaufen,"kaufen! 18. Gebot: Nie bei Juden kaufen! 19. Gebot: Nie bei Juden kaufen! ○ Augen auf! ○ Kauft nie bei Juden! ● Eigenwerbung Zeitung: ○ Immer und immer wieder: Stadtwächterleser und Freunde, unterstützt in erster Linie unsere Inserenten. ○ 100 Bezieher,"
1930,09. Ausgabe 1930-2.txt,Juden,kaufen,"Pumpernickel in sauberem Pergamenteinschlag. Alt-Osnabrücker Graubrot mit 100%igem Vollkornmehl. Mein Weißbrot, schneeweiß, ist Qualitätsware. Wilh. Jürgensmann. 10. Gebot: Nie bei Juden kaufen! Die echten Kräuterbonbons nach Rezept Dr. Schierbaum’s für Husten und Heiserkeit vielfach empfohlen erhalten Sie Bierstraße 40. Joh. Wollbrink."
1930,09. Ausgabe 1930-2.txt,Juden,"geschäft, kaufen","Reformhaus, Krahnstraße und in der Geschäftsstelle des Stadt-Wächters Osnabrück. ● Parolen / Propaganda (zwischen den Anzeigen): 10. Gebot: Nie bei Juden kaufen! 11. Gebot: Nie bei Juden kaufen! 12. Gebot: Nie bei Juden kaufen! 13. Gebot: Nie bei Juden kaufen! 14."
1930,09. Ausgabe 1930-2.txt,Juden,kaufen,des Stadt-Wächters Osnabrück. ● Parolen / Propaganda (zwischen den Anzeigen): 10. Gebot: Nie bei Juden kaufen! 11. Gebot: Nie bei Juden kaufen! 12. Gebot: Nie bei Juden kaufen! 13. Gebot: Nie bei Juden kaufen! 14. Gebot: Nie bei Juden kaufen! 15.
1930,09. Ausgabe 1930-2.txt,Juden,kaufen,Propaganda (zwischen den Anzeigen): 10. Gebot: Nie bei Juden kaufen! 11. Gebot: Nie bei Juden kaufen! 12. Gebot: Nie bei Juden kaufen! 13. Gebot: Nie bei Juden kaufen! 14. Gebot: Nie bei Juden kaufen! 15. Gebot: Nie bei Juden kaufen! 16.
1930,09. Ausgabe 1930-2.txt,Juden,kaufen,Nie bei Juden kaufen! 11. Gebot: Nie bei Juden kaufen! 12. Gebot: Nie bei Juden kaufen! 13. Gebot: Nie bei Juden kaufen! 14. Gebot: Nie bei Juden kaufen! 15. Gebot: Nie bei Juden kaufen! 16. Gebot: Nie bei Juden kaufen! 17.
1930,09. Ausgabe 1930-2.txt,Juden,kaufen,Nie bei Juden kaufen! 12. Gebot: Nie bei Juden kaufen! 13. Gebot: Nie bei Juden kaufen! 14. Gebot: Nie bei Juden kaufen! 15. Gebot: Nie bei Juden kaufen! 16. Gebot: Nie bei Juden kaufen! 17. Gebot: Nie bei Juden kaufen! 18.
1930,09. Ausgabe 1930-2.txt,Juden,kaufen,Nie bei Juden kaufen! 13. Gebot: Nie bei Juden kaufen! 14. Gebot: Nie bei Juden kaufen! 15. Gebot: Nie bei Juden kaufen! 16. Gebot: Nie bei Juden kaufen! 17. Gebot: Nie bei Juden kaufen! 18. Gebot: Nie bei Juden kaufen! 19.
1930,09. Ausgabe 1930-2.txt,Juden,kaufen,Nie bei Juden kaufen! 14. Gebot: Nie bei Juden kaufen! 15. Gebot: Nie bei Juden kaufen! 16. Gebot: Nie bei Juden kaufen! 17. Gebot: Nie bei Juden kaufen! 18. Gebot: Nie bei Juden kaufen! 19. Gebot: Nie bei Juden kaufen! ○
1930,09. Ausgabe 1930-2.txt,Juden,kaufen,Nie bei Juden kaufen! 15. Gebot: Nie bei Juden kaufen! 16. Gebot: Nie bei Juden kaufen! 17. Gebot: Nie bei Juden kaufen! 18. Gebot: Nie bei Juden kaufen! 19. Gebot: Nie bei Juden kaufen! ○ Augen auf! ○ Kauft nie bei
1930,09. Ausgabe 1930-2.txt,Juden,kaufen,Nie bei Juden kaufen! 16. Gebot: Nie bei Juden kaufen! 17. Gebot: Nie bei Juden kaufen! 18. Gebot: Nie bei Juden kaufen! 19. Gebot: Nie bei Juden kaufen! ○ Augen auf! ○ Kauft nie bei Juden! ● Eigenwerbung Zeitung: ○ Immer
1930,09. Ausgabe 1930-2.txt,Juden,kaufen,"Nie bei Juden kaufen! 17. Gebot: Nie bei Juden kaufen! 18. Gebot: Nie bei Juden kaufen! 19. Gebot: Nie bei Juden kaufen! ○ Augen auf! ○ Kauft nie bei Juden! ● Eigenwerbung Zeitung: ○ Immer und immer wieder: Stadtwächterleser und Freunde,"
1930,09. Ausgabe 1930-2.txt,Juden,kaufen,"kaufen! 18. Gebot: Nie bei Juden kaufen! 19. Gebot: Nie bei Juden kaufen! ○ Augen auf! ○ Kauft nie bei Juden! ● Eigenwerbung Zeitung: ○ Immer und immer wieder: Stadtwächterleser und Freunde, unterstützt in erster Linie unsere Inserenten. ○ 100 Bezieher,"
1931,09. Ausgabe 1931-1.txt,jüdisches,geschäft,jedes Textwort 10 R-Pf. Anzeigenschluß: Montag und Donnerstag Nachmittag 4 Uhr. Ein Märchen! Die Wahrheit über die Fememord-Prozesse Ein feines jüdisches Geschäft – Venenentzündung – Zu hohe Ladenmieten – Eine Abfuhr Severings „Fememord!“ Aus dem Buch von Gottfried Zernow „Gefesselte Justiz“.
1931,09. Ausgabe 1931-1.txt,Juden,"geschäft, finanz","parteiamtliche Pressedienst, der die gesamte Parteipresse in der Provinz mit Nachrichten, Aufsätzen und Polemik versorgt, wird ebenfalls nahezu ausschließlich von Juden geleitet. An der Spitze des Bildungswesens stehen Juden. Die Wirtschafts- und Finanzpolitik leiten jüdische Sachverständige. Die Beziehungen zur jüdischen Geschäftswelt"
1931,09. Ausgabe 1931-1.txt,Juden,"geschäft, finanz","Provinz mit Nachrichten, Aufsätzen und Polemik versorgt, wird ebenfalls nahezu ausschließlich von Juden geleitet. An der Spitze des Bildungswesens stehen Juden. Die Wirtschafts- und Finanzpolitik leiten jüdische Sachverständige. Die Beziehungen zur jüdischen Geschäftswelt sind eng und werden sorgsam gepflegt. Auch bei"
1931,09. Ausgabe 1931-1.txt,jüdische,"geschäft, finanz","versorgt, wird ebenfalls nahezu ausschließlich von Juden geleitet. An der Spitze des Bildungswesens stehen Juden. Die Wirtschafts- und Finanzpolitik leiten jüdische Sachverständige. Die Beziehungen zur jüdischen Geschäftswelt sind eng und werden sorgsam gepflegt. Auch bei der Besetzung staatlicher Ämter kommt den"
1931,09. Ausgabe 1931-1.txt,jüdischen,"geschäft, finanz",von Juden geleitet. An der Spitze des Bildungswesens stehen Juden. Die Wirtschafts- und Finanzpolitik leiten jüdische Sachverständige. Die Beziehungen zur jüdischen Geschäftswelt sind eng und werden sorgsam gepflegt. Auch bei der Besetzung staatlicher Ämter kommt den Juden der sozialdemokratische Einfluss zugute.
1931,09. Ausgabe 1931-1.txt,Juden,geschäft,"Sachverständige. Die Beziehungen zur jüdischen Geschäftswelt sind eng und werden sorgsam gepflegt. Auch bei der Besetzung staatlicher Ämter kommt den Juden der sozialdemokratische Einfluss zugute. Jüdische Autoren — Buch, Bühne, Film — werden durch Propaganda unterstützt und bei den Massen eingeführt."
1931,09. Ausgabe 1931-1.txt,Jüdische,geschäft,"Geschäftswelt sind eng und werden sorgsam gepflegt. Auch bei der Besetzung staatlicher Ämter kommt den Juden der sozialdemokratische Einfluss zugute. Jüdische Autoren — Buch, Bühne, Film — werden durch Propaganda unterstützt und bei den Massen eingeführt. So ist heute die sozialistische"
1931,09. Ausgabe 1931-1.txt,jüdischen,"geschäft, geld","der Judenfrage eine gewisse Fühlung gewinnen ließ. So klein die Verhältnisse waren, so war doch nicht zu übersehen, dass die jüdischen Geschäftsleute, die kleinen Ladeninhaber wie die zu Reichtum und Ansehen gekommenen Geldleute, sich zur Arbeiterbewegung anders verhielten als andere Bürger"
1931,09. Ausgabe 1931-1.txt,Jude,geld,"Beruf aufgegeben, um sozialdemokratischer Redakteur für kleines Geld, 250 RM monatlich, zu werden. Den fragte ich geradezu, warum er als Jude Sozialdemokrat geworden sei. Die Antwort war kurz und deutlich: Arbeiter und Juden sind beide Unterdrückte und gehören zusammen. Unter diesem"
1931,09. Ausgabe 1931-1.txt,jüdischen,kaufen,"die Bitte an alle Viehhalter: Überzeugt euch, bevor ihr ein schlachtreifes Tier verkauft, ob es einem christlichen Schlächter oder einem jüdischen rituellen Schächter übergeben wird. Bereitet dem Tiere, dem ihr doch einen Teil eurer Existenz verdankt, nicht ein so grausames Ende."
1931,09. Ausgabe 1931-1.txt,jüdischen,geschäft,"Schwindel. Aber der Herr Pastor erlaubt es nicht! Ein treudeutscher Leser aus dem Kreise Lingen. Ein feines Geschäft nach echt jüdischen Grundsätzen In Nachfolgendem will ich erzählen, wie ich als strebsamer und sparsamer Geschäftsmann von einem gerissenen Juden um einige Tausend"
1931,09. Ausgabe 1931-1.txt,Juden,geschäft,"Geschäft nach echt jüdischen Grundsätzen In Nachfolgendem will ich erzählen, wie ich als strebsamer und sparsamer Geschäftsmann von einem gerissenen Juden um einige Tausend Mark betrogen bin. Sachgemäße Unterlagen sind dafür vorhanden. Im Jahre 1928 wurde ich leider von einem Geschäftsfreund"
1931,09. Ausgabe 1931-1.txt,Jude,geld,"welchen auch mal einer zu Protest ging. Später wurde dann auch die Begleichung des Protestwechsels nebst Kosten vorgenommen. Trotzdem der Jude das Geld für die Eier erhielt und sich eine angemessene Provision usw. dafür abrechnete, wurden die Zahlungen immer schlechter. Das"
1931,09. Ausgabe 1931-1.txt,Jude,geld,"die Zahlungen immer schlechter. Das Geld wurde so langsam auf die Seite geschafft! Im Sommer des Jahres 1929 kam der Jude persönlich nach hier, um zu einem Gewaltstreich auszuholen. Er erzählte mir von der großen Verdienstmöglichkeit, welche man durch das Einlagern"
1931,09. Ausgabe 1931-1.txt,Jude,kaufen,"habe. Er sei in Zahlungsschwierigkeiten gekommen und müsse auch gleich wieder fort, um Eier aus dem Kühlhaus zu holen. (Der Jude fuhr dann auch wirklich mit dem Lastauto fort.) Diese Eier sollten in der kommenden Woche verkauft werden, so dass ich"
1931,09. Ausgabe 1931-1.txt,Jude,"geld, kaufen","verkauft werden, so dass ich glaubte, dass mit dem dann erlösten Geld mein erster Wechsel eingelöst werden sollte. Dass der Jude die Eier unterschlagen würde, hatte ich am wenigsten erwartet. Ich bekam dann etwas bares Geld und für den größten Teil"
1931,09. Ausgabe 1931-1.txt,Juden,geld,"Aktiva gegenüberstanden. Es ist doch direkt himmelschreiend, wenn man so etwas miterleben muss. Vom Gläubigerausschuss wurde daraufhin sofort gegen den Juden Strafantrag gestellt. Nach dem Termin erfuhr ich von dortigen Eierhändlern, dass der gerissene Jude Geld nach Holland verschoben haben sollte"
1931,09. Ausgabe 1931-1.txt,Jude,geld,"Gläubigerausschuss wurde daraufhin sofort gegen den Juden Strafantrag gestellt. Nach dem Termin erfuhr ich von dortigen Eierhändlern, dass der gerissene Jude Geld nach Holland verschoben haben sollte und auf den Namen seiner Kinder oder sonstwie angelegt haben soll. Auch erfuhr ich"
1931,09. Ausgabe 1931-1.txt,Juden,"geschäft, geld","finde auch, dass dies ein ganz verlockendes Geschäft ist. Kann man heutzutage wohl mehr Geld verdienen, ohne zu arbeiten?? Die Juden gehen uns mit gutem Beispiel voran. Das Geld ist gut angelegt, und die Strafe, na ja, die wird wohl nicht"
1931,09. Ausgabe 1931-1.txt,Jude,"geschäft, kaufen","kleine Kaufleute hereingefallen, was sich aber meiner Kenntnis entzieht. Wer war nun der Hauptmacher und Vorstand dieser Kühl-A.-G.? Der saubere Jude, dessen Geschäftspraxis ich vorstehend schilderte. Es waren außerdem unter den Gründern dieser A.-G. von weiteren drei Herren noch ein Jude"
1931,09. Ausgabe 1931-1.txt,Jude,"geschäft, geld","Jude, dessen Geschäftspraxis ich vorstehend schilderte. Es waren außerdem unter den Gründern dieser A.-G. von weiteren drei Herren noch ein Jude dabei. Hätte man nun zu dieser A.-G. gezeichnet, dann hätte man wohl zunächst das Geld hinschicken müssen, und es wäre"
1931,09. Ausgabe 1931-1.txt,Juden,geld,"vielleicht auch das Geld nicht wiederfinden können. Ein um sein sauer verdientes Geld Betrogener. Das Märchen von den 12.000 gefallenen Juden Die Juden behaupten, im Weltkrieg seien auf deutscher Seite 12.000 von ihrer Rasse gefallen. Major a. D. A. Baumann hat"
1931,09. Ausgabe 1931-1.txt,Juden,geld,"das Geld nicht wiederfinden können. Ein um sein sauer verdientes Geld Betrogener. Das Märchen von den 12.000 gefallenen Juden Die Juden behaupten, im Weltkrieg seien auf deutscher Seite 12.000 von ihrer Rasse gefallen. Major a. D. A. Baumann hat das Lügenhafte"
1931,09. Ausgabe 1931-1.txt,Juden,geld,"essen brauchen, was man ihnen in den Mund stopft, sondern was sie selber für gut befinden. Und für diese paar Juden legt Herr Hirtsiefer sich ins Zeug. Die Juden haben ja Geld genug, und wenn es den rituellen Juden in den"
1931,09. Ausgabe 1931-1.txt,Juden,geld,"stopft, sondern was sie selber für gut befinden. Und für diese paar Juden legt Herr Hirtsiefer sich ins Zeug. Die Juden haben ja Geld genug, und wenn es den rituellen Juden in den deutschen Erholungsheimen nicht gefällt, so mögen sie sich"
